Date,Activity Id,Type,Route Name,Distance (km),Duration,Average Pace,Average Speed (km/h),Calories Burned,Climb (m),Average Heart Rate (bpm),Friend's Tagged,Notes,GPX File
4/26/2015 9:03,570f915e-613f-40eb-b537-219bbeab5ab1,Running,,21.12,1:38:42,4:40,12.84,1381,982,170,,,2015-04-26-090315.gpx
4/23/2015 18:48,9a7a2e67-0935-444c-967f-da900632f1d5,Running,,6.87,37:32:00,5:28,10.97,493,81,,,,2015-04-23-184837.gpx
4/15/2015 18:38,bb763b6b-6395-4684-b53f-5e671822f748,Running,,12.68,1:05:47,5:11,11.56,869,110,141,,,2015-04-15-183843.gpx
4/13/2015 16:57,f1b5dd21-9053-4340-b265-a074659a5dfe,Running,,18.06,1:53:38,6:17,9.54,1240,228,140,,,2015-04-13-165726.gpx
4/7/2015 18:33,32025da2-62c6-48d4-8ae7-3b2c72170928,Running,,15.79,1:22:37,5:14,11.46,1090,135,152,,,2015-04-07-183321.gpx
4/2/2015 18:50,e25f6a16-dad0-46b0-9bfb-1f1dcaa2b329,Running,,12.83,1:06:28,5:11,11.58,873,106,146,,,2015-04-02-185023.gpx
3/30/2015 18:10,d6b9e271-eaaa-4d22-ad7d-518fee325c62,Running,,5.73,30:12:00,5:17,11.37,395,50,123,,,2015-03-30-181003.gpx
3/25/2015 18:40,ba09e7d3-8123-4307-b3d9-17f9d93d95ee,Running,,10.73,55:12:00,5:40,10.58,660,84,131,,,2015-03-25-184019.gpx
3/16/2015 18:23,760c4a61-d435-47ca-a787-005202a803df,Running,,16.15,1:26:37,5:22,11.19,1118,133,131,,,2015-03-16-182338.gpx
3/11/2015 18:21,b40900ba-56b7-45cf-b8cf-73f70f43fa19,Running,,15.91,1:28:23,5:33,10.8,1082,136,140,,,2015-03-11-182126.gpx
3/6/2015 18:44,b7397558-85ae-4da5-9405-e36ccf729442,Running,,12.81,1:06:04,5:09,11.63,868,106,172,,,2015-03-06-184458.gpx
3/4/2015 19:00,029102b9-7b7d-40f9-a78d-4f42b9c618e2,Running,,10.25,58:27:00,5:42,10.52,691,90,125,,,2015-03-04-190017.gpx
3/2/2015 18:15,c5cf3852-76aa-44f0-bd03-eacb5ecd20e9,Running,,15.99,1:31:46,5:44,10.46,1079,128,154,,,2015-03-02-181536.gpx
2/28/2015 9:11,85adaf46-27e4-4ec3-a86f-1129e21e5f38,Running,,3.5,20:19,5:48,10.34,238,33,116,,,2015-02-28-091109.gpx
2/25/2015 18:18,bc2a7d16-5d71-4f3f-8534-7ac87e0010a6,Running,,9.78,54:08:00,5:32,10.84,661,87,144,,,2015-02-25-181841.gpx
2/23/2015 18:14,3f3231db-0394-4c84-811e-116c9d12a6c6,Running,,12.84,1:10:50,5:31,10.88,883,105,141,,,2015-02-23-181409.gpx
2/17/2015 18:34,c8ac7ae5-1a85-4057-813b-29d1bf7a2c54,Running,,10.86,55:53:00,5:40,10.58,707,60,,,,2015-02-17-183453.gpx
2/12/2015 18:22,2c5f4777-b55a-43b2-82f3-d633c19bbdc8,Running,,6.75,36:25:00,5:24,11.12,485,42,,,,2015-02-12-182244.gpx
2/9/2015 18:40,b76fc1f0-9f7d-49d0-a99f-d7305ba859c2,Running,,10.94,55:22:00,5:34,10.77,723.2083999,61,,,,2015-02-09-184018.gpx
2/4/2015 18:31,40d23e37-2a9f-4956-900c-23bb1f721ce5,Running,,10.23,55:10:00,5:24,11.12,652,59,,,,2015-02-04-183110.gpx
2/2/2015 18:31,9cb617f8-0380-47c0-8c73-08f699684c24,Running,,9.91,58:57:00,5:57,10.08,725.2215765,259,,,,2015-02-02-183100.gpx
1/31/2015 9:30,cdd5299e-788a-4eba-afb0-99eb7ee1a2d0,Running,,6.55,40:01:00,6:06,9.83,436,37,,,,2015-01-31-093004.gpx
1/28/2015 18:43,22b8c0e9-c1f2-49ac-8fa2-aaa44e183d54,Running,,10.02,55:13:00,5:31,10.89,726.1767039,61,,,,2015-01-28-184329.gpx
1/26/2015 18:30,ae5b3a84-3ea6-455c-a941-d010153f9a4e,Running,,13.11,1:14:30,5:41,10.55,960.6966401,76,,,,2015-01-26-183018.gpx
1/14/2015 17:50,52dc197c-1cb1-4cb2-b1a5-d514b42a206e,Running,,9.78,52:45:00,5:24,11.12,654,51,,,,2015-01-14-175000.gpx
1/12/2015 18:20,27a1e74e-531f-42b5-90fc-a0b12de12031,Running,,9.78,51:45:00,5:18,11.34,655,51,,,,2015-01-12-182000.gpx
1/3/2015 17:20,51b58a2c-c40f-4eaa-9e10-dd600b4fba4f,Running,,9.78,52:45:00,5:24,11.12,654,51,,,,2015-01-03-172000.gpx
12/26/2014 17:50,14766461-48ab-47cc-8039-0930953e02f6,Running,,10.78,49:45:00,5:05,11.79,655,51,,,,2014-12-26-175000.gpx
12/24/2014 18:18,41b6ea5b-d428-4cc1-a27d-e0de92b2ec9c,Running,,6.59,32:00:00,4:51,12.35,461,33,,,,2014-12-24-181800.gpx
12/8/2014 16:18,48eebce4-1d5f-4700-856d-754f24292b2e,Running,,6.63,32:00:00,4:49,12.44,431,33,,,,2014-12-08-161800.gpx
12/3/2014 18:18,c61a98ea-d68f-4604-a35b-d5d42235250b,Running,,6.63,32:00:00,4:49,12.44,431,33,,,,2014-12-03-181800.gpx
12/1/2014 18:18,6a6d8b25-79d0-4ceb-8f89-8ed7688f80dd,Running,,6.63,32:00:00,4:49,12.44,429,33,,,,2014-12-01-181800.gpx
11/25/2014 17:50,d6574cc9-2e03-4d1c-a0f8-e3fe8090e8c5,Running,,9.78,51:45:00,5:18,11.34,655,51,,,,2014-11-25-175000.gpx
11/19/2014 18:18,04dd1189-d5cb-4ce2-ba31-0189ad5f673a,Running,,6.22,31:00:00,4:59,12.03,446,33,,,,2014-11-19-181800.gpx
11/11/2014 15:50,5dd88a5b-a923-4d7b-81fc-ffcb94473cc6,Running,,10.78,49:45:00,5:05,11.79,655,51,,,,2014-11-11-155000.gpx
11/4/2014 18:18,5a5804c3-ea87-4b47-92bb-c0f8e9f67419,Running,,6.22,32:00:00,5:09,11.66,445,33,,,,2014-11-04-181800.gpx
10/30/2014 17:50,99a90af9-50d0-46e0-aa9d-98d57fac335b,Running,,9.78,49:45:00,5:05,11.79,658,51,,,,2014-10-30-175000.gpx
10/27/2014 18:30,1e0bd31f-8aa0-4c22-9192-2bf32089855e,Running,,12.98,1:05:45,5:04,11.85,888,67,,,,2014-10-27-183000.gpx
10/22/2014 17:50,628b90a0-6cae-4dfe-9981-416e85fa5477,Running,,9.61,49:45:00,5:10,11.59,670,54,,,,2014-10-22-175000.gpx
10/20/2014 18:10,bc53fc84-3a38-4dca-bfb9-0fa3548ec398,Running,,9.61,51:17:00,5:20,11.25,672,54,,,,2014-10-20-181000.gpx
10/14/2014 18:10,26ce3134-3ff1-4546-9f1b-bcc3ff528e89,Running,,12.82,1:02:45,4:54,12.26,913,70,,,,2014-10-14-181000.gpx
10/9/2014 18:10,df510a68-0447-4ca6-ade8-d558cd700e76,Running,,9.61,52:17:00,5:26,11.03,677,54,,,,2014-10-09-181000.gpx
10/7/2014 19:10,85a66cf6-c96c-49dd-b8a0-23b56b771ff7,Running,,9.61,49:17:00,5:08,11.7,679,54,,,,2014-10-07-191000.gpx
9/28/2014 10:01,8e3e4cb5-9044-4948-a95b-8dec52112fc6,Running,,21.32,1:45:27,4:57,12.13,1633,447,,,,2014-09-28-100130.gpx
9/23/2014 18:10,37280fb2-6f9d-434b-a96e-7a55bc762680,Running,,12.82,1:02:45,4:54,12.26,921,70,,,,2014-09-23-181000.gpx
9/18/2014 18:12,560f5bd3-956a-44b3-961f-cf243d71286b,Running,,19.19,1:42:03,5:19,11.29,1353,111,,,,2014-09-18-181200.gpx
9/15/2014 18:30,a2306eac-c313-4abd-a653-e62bb74f9e3b,Running,,9.55,48:54:00,5:07,11.72,684,51,,,,2014-09-15-183000.gpx
9/11/2014 19:10,46be3354-011e-4fc3-8b54-3b78e4f9ea2c,Running,,10.61,48:22:00,5:02,11.93,682,54,,,,2014-09-11-191000.gpx
9/8/2014 18:00,8fdbb114-946e-4760-b7bc-ebc94c7a2bb4,Running,,19.19,1:42:03,5:19,11.29,1356,111,,,,2014-09-08-180000.gpx
9/4/2014 18:55,1c1779d8-5020-4bb9-b0ad-1e1f886afd46,Running,,9.61,50:22:00,5:14,11.45,690,54,,,,2014-09-04-185554.gpx
9/1/2014 18:46,4e983ab7-2e8d-4c1f-8e08-268304b395e6,Running,,15.59,1:23:41,5:22,11.18,1125,110,,,,2014-09-01-184600.gpx
8/29/2014 18:56,800c94a1-551e-408e-8282-ae9bb8d3ddd3,Cycling,,20.7,1:00:37,2:56,20.49,519,113,,,,2014-08-29-185602.gpx
8/28/2014 18:10,9642232e-00a5-4e7d-8a92-a8766a7b5b01,Running,,12.82,1:05:45,5:08,11.7,920,70,,,,2014-08-28-181000.gpx
8/26/2014 18:16,1cdfd12b-09c4-4b95-a0da-45b53b8129ac,Running,,16.06,1:21:39,5:05,11.8,1151,89,,,,2014-08-26-181603.gpx
8/21/2014 18:49,8f3de547-78e3-4d6c-a467-1705d536129b,Running,,10.55,53:54:00,5:39,10.63,684,51,,,,2014-08-21-184900.gpx
8/18/2014 18:37,5284fd7d-9fde-46b7-9f63-c0645dfa07ef,Running,,12.82,1:05:44,5:08,11.7,920,70,,,,2014-08-18-183700.gpx
8/12/2014 18:50,b4f32f79-e995-4610-b584-932134dac4c4,Running,,9.55,53:54:00,5:39,10.63,684,51,,,HOT!,2014-08-12-185000.gpx
8/8/2014 8:00,f9fe4f45-6f49-4b73-8336-c98413b25ac5,Running,,10.82,50:20:00,5:08,11.7,703,62,,,,2014-08-08-080016.gpx
7/25/2014 18:35,779e140d-38cb-49e5-b340-ee0db1b9a3eb,Running,,13.17,1:05:08,4:57,12.13,925,83,,,,2014-07-25-183500.gpx
7/22/2014 18:08,3faa84dd-552a-46b5-a2c8-b0a87123be2a,Running,,12.75,59:41:00,4:41,12.81,889,71,,,,2014-07-22-180800.gpx
7/17/2014 18:30,e89d7bfb-2e0d-4274-987f-eaa56f06e1e2,Running,,9.55,53:54:00,5:39,10.63,684,51,,,"It was not easy, as it was +29 Celcius",2014-07-17-183000.gpx
7/10/2014 18:45,47833e3a-1049-4fc9-97f1-e3a41cf1a722,Running,,12.75,1:00:41,4:46,12.6,884,71,,,"It was raining heavily, which was absolute fun to run that distance",2014-07-10-184500.gpx
7/2/2014 18:31,0fcef878-d446-45cf-aec2-61bd86740501,Running,,12.75,1:02:41,4:55,12.2,888,71,,,,2014-07-02-183100.gpx
6/24/2014 18:12,93c308f7-14b5-4f27-b030-7d44e223cd54,Running,,16.21,1:21:46,5:03,11.89,1145,85,,,,2014-06-24-181200.gpx
6/18/2014 18:29,1da0fc26-5121-4528-a25d-be8e6897b047,Running,,16.21,1:21:46,5:03,11.89,1145,85,,,,2014-06-18-182900.gpx
6/11/2014 18:08,8a7f85e2-f89f-4fed-93c3-a5c50779d32f,Running,,12.75,1:02:41,4:55,12.2,895,71,,,,2014-06-11-180800.gpx
6/4/2014 18:07,0f94765c-b3ea-4400-9dbf-3f6aa534b94b,Running,,16.17,1:20:57,5:00,11.98,1146,93,,,,2014-06-04-180739.gpx
5/26/2014 18:30,094db0ab-834e-41e2-89c5-162f88297e35,Running,,10.55,53:54:00,5:39,10.63,684,51,,,,2014-05-26-183000.gpx
5/21/2014 18:45,3ed219e7-77f6-4981-920b-b19d3246e26b,Running,,12.75,1:01:41,4:50,12.4,893,71,,,,2014-05-21-184500.gpx
5/19/2014 18:15,0a3dbdc0-61ef-48f2-9493-f1bd09a77ca4,Running,,12.75,1:03:01,4:57,12.14,895,71,,,,2014-05-19-181500.gpx
5/17/2014 7:50,faf85ff4-89f1-4f2d-bd73-0194b745deba,Running,,9.56,35:23:00,5:24,11.12,470,36,,,,2014-05-17-075000.gpx
5/14/2014 18:09,a9560e7b-7e4a-453c-a2ae-04752f26076b,Running,,13.17,1:05:08,4:57,12.13,930,84,,,,2014-05-14-180911.gpx
5/12/2014 18:06,07034064-71cd-449e-9e4e-04320cc46555,Running,,12.63,1:01:22,4:51,12.35,906,69,,,,2014-05-12-180622.gpx
5/6/2014 18:32,cbe17784-1222-446e-9101-86212817b116,Running,,12.85,1:05:41,5:07,11.74,903,71,,,,2014-05-06-183200.gpx
5/2/2014 18:47,18a3a5a6-69e6-435f-8d5b-1e80640fa7b3,Running,,7.08,37:56:00,5:21,11.2,537,127,,,,2014-05-02-184702.gpx
4/27/2014 10:00,a0c970d4-cfa5-4db9-8532-8e6d5b43d06f,Running,,21.73,1:46:38,4:54,12.23,1543,22,,,,2014-04-27-100000.gpx
4/21/2014 19:08,03b72419-2aeb-40ce-afb5-70f5ca298984,Running,,12.75,59:41:00,4:41,12.81,908,71,,,,2014-04-21-190829.gpx
4/16/2014 18:22,ae983e43-fdbe-499c-bc11-67fa63fdc1fe,Running,,19.08,1:35:03,4:59,12.04,1361,111,,,,2014-04-16-182223.gpx
4/14/2014 18:19,f32f311f-1a02-44c3-8bc8-efbcd2f33aef,Running,,12.83,1:04:32,5:02,11.92,891,71,,,,2014-04-14-181940.gpx
4/9/2014 18:29,dd153376-3f4d-4b58-83d8-5e2a50773288,Running,,16.21,1:21:45,5:03,11.9,1145,85,,,,2014-04-09-182904.gpx
4/7/2014 18:28,9e71740b-bdeb-44d0-987f-12bf6d5a43b9,Running,,12.57,1:04:09,5:06,11.75,901,73,,,,2014-04-07-182842.gpx
4/2/2014 18:30,a189ac9e-f156-4e0a-9227-6c3c5907ae87,Running,,12.47,1:04:33,5:11,11.59,895,69,,,,2014-04-02-183000.gpx
4/2/2014 18:18,2a58f421-94a3-4e02-a4af-cf5e1fc25c9c,Running,,9.22,32:00:00,5:09,11.65,446,33,,,,2014-04-02-181843.gpx
3/24/2014 18:56,1f2a8c46-872a-4edd-9055-95fcc0457be5,Running,,6.32,36:30:00,5:47,10.39,455,36,,,,2014-03-24-185612.gpx
3/20/2014 18:49,54b15891-50ae-4885-a415-3924557d5e21,Running,,10.55,53:54:00,5:39,10.63,684,51,,,,2014-03-20-184911.gpx
3/18/2014 18:49,920faab9-c2bf-46c0-8180-8a7039d43e9d,Running,,9.71,57:20:00,5:55,10.15,672,53,,,,2014-03-18-184939.gpx
3/13/2014 18:41,f9aa0165-eb95-414e-bde5-9b26aa006347,Running,,8.62,51:36:00,5:59,10.02,613,48,,,,2014-03-13-184149.gpx
3/11/2014 19:14,05a608e9-0ca9-4250-9a3c-2c8b3d8965d6,Running,,6.35,36:54:00,5:49,10.33,455,34,,,,2014-03-11-191415.gpx
3/4/2014 18:45,7e0966e7-e843-4a6f-a0a7-4b323a69b526,Running,,9.45,53:34:00,5:40,10.58,677,52,,,,2014-03-04-184509.gpx
2/28/2014 18:34,031d04da-435b-4b17-a27f-233242290f13,Running,,6.34,36:02:00,5:41,10.56,454,32,,,,2014-02-28-183412.gpx
2/25/2014 18:23,271e28ad-4f6f-4710-9973-07fb70ac4d42,Running,,6.33,36:09:00,5:43,10.51,454,35,,,,2014-02-25-182339.gpx
2/19/2014 18:40,16aafe53-0259-43f3-a5b6-7c7ffea90e52,Running,,9.38,36:10:00,5:40,10.58,458,34,,,,2014-02-19-184000.gpx
2/15/2014 8:55,9d8d9396-b49a-439d-a31d-c300bcd7b621,Running,,10.29,34:34:00,5:30,10.91,449,35,,,,2014-02-15-085515.gpx
2/13/2014 18:08,e8c1276e-5ecd-4b6f-bc06-72bab7efcc29,Running,,7.38,38:00:00,5:57,10.08,458,34,,,,2014-02-13-180801.gpx
2/6/2014 6:32,d2db35ca-1373-45d5-a1ef-a88d5aba63ad,Running,,6.56,42:23:00,6:28,9.29,474,36,,,,2014-02-06-063200.gpx
1/7/2014 18:13,0bb7d5c0-9f1e-4c7c-9842-29ae605e3204,Running,,10.81,1:01:31,5:42,10.54,774,56,,,,2014-01-07-181304.gpx
1/2/2014 9:45,e721a5b1-59ab-4e99-851c-cbc9eee2009f,Running,,3.38,18:10,5:23,11.16,241,16,,,,2014-01-02-094505.gpx
12/31/2013 8:32,e42c97c6-742c-4065-aad3-1c82477af7d0,Running,,7.57,36:02:00,5:29,10.93,471,36,,,,2013-12-31-083235.gpx
12/23/2013 18:59,806866ca-023b-4c68-98ff-17af1d765e2f,Running,,10.5,54:08:00,5:42,10.53,676,52,,,,2013-12-23-185900.gpx
12/21/2013 7:39,40fa8105-04cd-491a-a4f6-e32ed2849436,Running,,6.34,36:02:00,5:41,10.56,454,33,,,,2013-12-21-073948.gpx
12/19/2013 18:58,9627ce3e-458a-4cb8-b3f0-64d6b71dee2e,Running,,9.5,53:06:00,5:35,10.73,679,52,,,,2013-12-19-185842.gpx
12/7/2013 9:15,cb9e2c89-18ae-49b3-a028-d17748326a8c,Running,,6.3,34:59:00,5:33,10.8,452,35,,,,2013-12-07-091500.gpx
12/4/2013 18:36,0a1d041d-9ea5-438a-a2df-dcac74a33116,Running,,12.48,1:10:42,5:40,10.59,896,69,,,,2013-12-04-183622.gpx
11/30/2013 9:06,07f223e5-b7d2-49b6-b6b1-94b816cef1ac,Running,,9.33,34:24:00,5:26,11.03,451,35,,,,2013-11-30-090601.gpx
11/20/2013 18:18,40dd6d44-18d2-4f89-bc34-e1360590b89e,Running,,11.73,1:06:41,5:41,10.55,840,63,,,,2013-11-20-181812.gpx
11/16/2013 9:00,14e9f43f-6868-41dc-9c87-48b4206330fd,Running,,6.15,32:46:00,5:20,11.26,424,21,,,,
11/7/2013 19:00,0bf65ae6-1658-4bc2-9971-5dc20ac44eb0,Running,,10.47,50:07:00,5:18,11.33,679,53,,,,2013-11-07-190059.gpx
11/2/2013 9:15,36627858-ea69-40e5-9ed5-689e38e980cd,Running,,3.14,18:23,5:51,10.25,226,18,,,,2013-11-02-091518.gpx
10/30/2013 18:42,4d8f1e78-73bb-4cac-9ce7-6167fbca9da9,Running,,5.81,33:12:00,5:43,10.49,413,32,,,,2013-10-30-184216.gpx
10/23/2013 18:51,929e7c6a-ef2f-44d1-b4a9-d0159e5aa618,Running,,10.33,35:41:00,5:40,10.59,453,35,,,,2013-10-23-185135.gpx
10/18/2013 18:07,eb690f23-7d74-4d07-853f-58a8a3872f19,Running,,12.53,1:09:46,5:34,10.77,897,74,,,,2013-10-18-180756.gpx
10/15/2013 18:28,9aef5085-2cab-4872-8797-85794667ba23,Running,,8.57,49:35:00,5:47,10.37,616,45,,,,2013-10-15-182814.gpx
10/12/2013 9:36,2c71d785-7846-47f1-81f0-55ea80e6e22c,Running,,9.36,34:21:00,5:24,11.11,455,35,,,,2013-10-12-093600.gpx
10/10/2013 18:08,178f39db-9acd-4833-b57c-851fb430e5d4,Running,,10.34,50:21:00,5:24,11.12,669,52,,,,2013-10-10-180808.gpx
10/5/2013 7:36,981fe91d-aa68-4bb8-8009-71e62dbe5d34,Running,,6.36,34:21:00,5:24,11.1,455,35,,,,2013-10-05-073647.gpx
9/30/2013 18:50,f50f24f1-b79e-4bf3-8dfc-6b43d46f385f,Running,,6.45,32:41:00,5:04,11.84,462,34,,,,2013-09-30-185038.gpx
9/10/2013 18:13,f696092e-4359-44fb-9544-da83ddbfc1c4,Running,,12.72,1:01:54,4:52,12.33,1018,398,,,,2013-09-10-181342.gpx
9/2/2013 19:10,42adb02c-8d84-43fc-9612-0a7e0b4256a5,Running,,6.41,32:23:00,5:03,11.88,458,34,,,,2013-09-02-191044.gpx
8/17/2013 8:09,7f7de28d-ae25-47e7-b018-bb2e903d98b2,Running,,6.45,31:22:00,4:52,12.32,449,30,,,,2013-08-17-080912.gpx
8/15/2013 18:49,666cbe78-b3d5-4bbb-8a22-2717507d32c2,Walking,,2.48,2:23:46,57:56:00,1.04,306,67,,,,2013-08-15-184950.gpx
8/14/2013 18:17,fcd7295f-2a3d-4d55-bcf3-6916c9ecf699,Running,,15.61,1:25:55,5:30,10.9,1121,88,,,,2013-08-14-181700.gpx
8/8/2013 18:30,00f40213-297d-44f0-8311-a6254ac6fa4f,Running,,12.47,1:06:33,5:20,11.24,891,61,,,,2013-08-08-183036.gpx
8/8/2013 7:56,9ea3ec6e-48fa-417f-8bdf-2b197e19f5d4,Walking,,1.51,15:24,10:11,5.89,85,6,,,,2013-08-08-075608.gpx
8/4/2013 8:27,7ed0a8cb-0253-4ee4-aa39-3e2c444121ce,Running,,12.49,1:06:24,5:19,11.29,896,68,,,,2013-08-04-082754.gpx
7/30/2013 18:49,e62b5ac5-e900-4c30-9f93-5f6a11da04f8,Running,,12.47,1:05:43,5:16,11.39,893,67,,,,2013-07-30-184922.gpx
7/21/2013 7:57,924ee968-8f2c-47d9-a005-dbc732966fab,Running,,11.87,1:00:37,5:07,11.74,845,64,,,,2013-07-21-075730.gpx
7/19/2013 18:40,0547ce8b-c7c8-40b6-bb71-feff6298c5be,Running,,1.72,8:33,4:58,12.07,40,6,,,,2013-07-19-184013.gpx
7/18/2013 7:47,1eb83982-20b9-494a-954c-ed4152f01273,Running,,6.15,32:36:00,5:18,11.33,416,30,,,,2013-07-18-074700.gpx
7/7/2013 8:43,f85d8da1-0d59-4b30-bc5a-fce86874b167,Running,,3.75,21:36,5:46,10.41,281,56,,,,2013-07-07-084313.gpx
7/6/2013 7:15,8de39009-9e2e-44ce-ad83-eb129f896e61,Running,,3.75,21:12,5:39,10.61,280,55,,,,2013-07-06-071500.gpx
7/5/2013 8:01,a1f6c8f6-f85f-454e-8c2a-6946404f9d2a,Running,,3.75,21:10,5:39,10.63,280,55,,,,2013-07-05-080100.gpx
7/3/2013 7:20,e4d4f094-e32e-4518-8119-742667e662c4,Running,,3.75,21:55,5:51,10.26,281,55,,,,2013-07-03-072000.gpx
7/2/2013 7:43,0e41b390-7317-4d7f-9e0e-b1db01825f31,Running,,3.75,21:40,5:47,10.38,281,55,,,,2013-07-02-074300.gpx
7/1/2013 7:09,fbd264b0-ca3a-4af0-97a8-36ef4fd84db7,Running,,3.75,21:10,5:39,10.63,262,0,,,,
6/26/2013 18:19,64178ec8-556d-4d95-a2b3-249441e33199,Running,,16,1:06:49,4:11,14.37,1101,0,,,,
6/22/2013 8:05,3dbd78e7-44eb-4dd9-9bc6-f2c94ff1acc9,Running,,10.23,32:25:00,5:12,11.52,446,35,,,,2013-06-22-080520.gpx
6/15/2013 8:44,6ada32e6-e73f-44a2-a4d5-bf6fd194986e,Running,,10.37,29:53:00,4:41,12.79,417,36,,,,2013-06-15-084427.gpx
6/12/2013 18:21,d5ce4d6e-3607-4eab-bae6-35beb7c2f4da,Running,,16.59,1:09:29,4:11,14.32,963,77,,,,2013-06-12-182140.gpx
6/8/2013 7:45,b144b295-a4a7-4065-b9f1-0cf24dcf378e,Running,,10.35,33:51:00,5:20,11.24,455,36,,,,2013-06-08-074508.gpx
6/3/2013 7:04,d091607e-10a2-467a-93d6-f2c54d47a0d9,Walking,,1.33,11:59,9:03,6.63,76,5,,,,2013-06-03-070459.gpx
6/1/2013 7:24,45431395-0b88-4709-9477-22ddc6333f71,Running,,12.57,1:06:30,5:18,11.33,898,67,,,,2013-06-01-072407.gpx
5/28/2013 7:16,8f49ef93-f404-4abe-9925-adf9cd7a330e,Running,,9.5,24:17:00,3:44,16.05,361,30,,,,2013-05-28-071632.gpx
5/21/2013 18:45,ff3611e3-eb35-4a44-bafa-4a8696fcf8aa,Running,,11.63,1:00:35,5:12,11.52,833,63,,,,2013-05-21-184538.gpx
5/11/2013 8:06,4c1d24a6-fd63-46b3-8379-16fc55a506a9,Running,,6.15,31:38:00,5:08,11.67,420,32,,,,2013-05-11-080642.gpx
5/9/2013 17:24,b22dfd09-a8df-4796-86e4-e4d00ca151f6,Cycling,,15.47,38:08:00,2:28,24.33,339,88,,,,2013-05-09-172419.gpx
5/9/2013 9:20,17f6a5bb-983c-4207-8cbe-9e3fc66e99fb,Running,,6.53,40:00:00,6:08,9.79,430,0,,,,
5/5/2013 14:26,4370c545-ff6f-4829-967d-b0dbd0b54798,Cycling,,20.3,1:06:29,3:17,18.31,498,97,,,,2013-05-05-142637.gpx
5/5/2013 9:13,23fdde24-02f1-4e54-9e0a-f05db884dc5b,Running,,6.41,33:58:00,5:18,11.33,454,34,,,,2013-05-05-091302.gpx
5/4/2013 8:47,1f942355-8c6a-4ef4-87fd-36a1e99f5a3f,Running,,3.15,16:35,5:16,11.38,225,16,,,,2013-05-04-084751.gpx
5/2/2013 8:36,0b4fc38b-5a1d-4b1f-887c-e643f5cb5624,Running,,9.21,32:51:00,5:18,11.33,445,36,,,,2013-05-02-083630.gpx
5/1/2013 8:14,911ec4f7-a0ec-4385-971d-d5c63fba60de,Running,,10.22,32:29:00,5:13,11.48,446,34,,,,2013-05-01-081459.gpx
4/29/2013 18:48,f157d4ff-bbf3-47e9-b07c-58f692ef9e6f,Walking,,1.37,22:39,16:30,3.64,95,10,,,,2013-04-29-184830.gpx
4/29/2013 13:10,313fbef4-deeb-4da5-b1b2-ecee74cba0f6,Walking,,3.83,38:30:00,10:04,5.96,255,25,,,,2013-04-29-131014.gpx
4/28/2013 17:26,ea228333-1dc2-4798-90e6-d4b7aa93545c,Cycling,,13.87,48:27:00,3:30,17.17,341,133,,,,2013-04-28-172652.gpx
4/28/2013 10:56,7f6060d2-2bed-4370-8baa-c2c74164ec2d,Walking,,1.32,13:48,10:30,5.72,67,5,,,,2013-04-28-105647.gpx
4/28/2013 9:02,cec17320-57d8-411b-af44-10f6f769b89b,Running,,3.12,16:36,5:19,11.28,224,17,,,,2013-04-28-090223.gpx
4/24/2013 18:31,75670af6-0184-4f69-9df5-40020f998a66,Running,,10.25,29:29:00,4:43,12.71,399,33,,,,2013-04-24-183102.gpx
4/18/2013 21:48,71e7c467-b916-4c78-870e-bdd2d1d2d03b,Walking,,1.5,24:41:00,16:28,3.64,86,9,,,,2013-04-18-214844.gpx
4/17/2013 19:27,3d9dd7e0-dbbe-4eaa-9419-66c80a795702,Running,,9.48,32:49:00,5:04,11.84,452,37,,,,2013-04-17-192715.gpx
4/13/2013 8:51,2c971ecf-efdd-4a3d-be67-ba249aa5557a,Running,,10.34,33:02:00,5:13,11.51,454,33,,,,2013-04-13-085129.gpx
3/20/2013 18:49,4f96c2a3-06f9-4061-9691-ed17e73bc918,Running,,7.04,40:12:00,5:43,10.5,490,0,,,,2013-03-20-184959.gpx
3/13/2013 18:59,7b7594d4-8fd9-4dec-b8a8-ce1ac7cd0e6c,Running,,8.41,37:48:00,5:54,10.17,461,35,,,,2013-03-13-185951.gpx
3/11/2013 18:27,fa653f20-dd82-443d-99b9-c1d5cac5755d,Walking,,1.86,16:39,8:56,6.72,116,16,,,,2013-03-11-182756.gpx
2/28/2013 18:46,390a66d3-5bce-4af5-acdc-38d4ebf58963,Running,,10.3,1:02:36,6:05,9.87,739,67,,,,2013-02-28-184654.gpx
2/26/2013 18:37,3c4a82e7-36bb-40cd-b5d4-0ab611b0987f,Running,,9.53,54:44:00,5:45,10.45,683,52,,,,2013-02-26-183702.gpx
2/22/2013 19:23,df659987-77a5-4c7b-8633-74dbb15d3390,Running,,6.32,35:58:00,5:41,10.55,454,35,,,,2013-02-22-192338.gpx
2/20/2013 18:43,d55c811c-8a0e-4222-857c-58552d95ccc8,Running,,9.59,52:35:00,5:29,10.94,687,52,,,,2013-02-20-184356.gpx
2/15/2013 18:46,e7fea3e7-d1c2-4852-bbc0-5b50b4d3dbaa,Running,,10.48,50:29:00,5:20,11.27,655,51,,,,2013-02-15-184600.gpx
2/6/2013 18:58,c8aec0f4-aeb4-49e3-8196-2b42c40250e1,Running,,3.07,8:54,2:54,20.72,103,9,,,,2013-02-06-185831.gpx
1/23/2013 18:38,0ee9afe5-668e-4801-9fd3-6208ec87f2e6,Running,,9.55,50:13:00,5:48,10.34,614,45,,,,2013-01-23-183829.gpx
